age,income,employment_type,housing_status,years_at_job,years_at_address,region,has_bank_account,loan_purpose,loan_amount,secured,dti,num_inquiries_6m,num_delinquencies_24m,num_collections,card_utilization,default_12m,lgd
18,34300.27,public_sector,rent,12.77,7.79,suburban,1,home_improvement,9479.62,0,0.6566,3,0,0,0.5901,0,
52,15841.16,private,rent,3.04,6.37,rural,0,small_business,2995.99,0,0.5955,1,2,2,0.429,0,
51,102357.65,self_employed,rent,2.93,4.8,metro,0,debt_consolidation,59355.72,0,0.9052,0,2,0,0.602,0,
32,46582.49,private,mortgage,3.49,4.26,rural,1,car,5871.04,1,0.4397,2,0,0,0.4693,0,
38,54589.75,private,own,7.55,9.22,metro,1,debt_consolidation,12066.2,0,0.501,4,0,0,0.5261,0,
44,32866.86,private,rent,2.88,4.76,suburban,1,education,15867.74,1,0.8346,3,0,0,0.7113,0,
31,36330.98,self_employed,own,1.29,4.75,metro,1,car,5011.22,1,0.5505,1,0,0,0.3256,0,
38,38211.55,private,mortgage,3.94,2.21,metro,1,education,31285.33,0,0.9391,2,1,0,0.4814,0,
47,30978.88,unemployed,rent,4.07,0.9,metro,1,car,13936.34,0,0.95,4,0,0,0.6963,0,
57,13639.96,student,mortgage,2.32,9.76,metro,1,debt_consolidation,4207.56,0,0.6275,1,1,0,0.5288,0,
36,25833.78,self_employed,rent,0.0,3.9,rural,1,other,6499.88,0,0.6772,1,0,0,0.7892,0,
44,15724.9,retired,rent,6.96,3.74,metro,0,home_improvement,5117.16,0,0.7738,3,2,0,0.6672,0,
38,55708.21,private,mortgage,10.41,6.14,metro,1,small_business,26150.17,0,0.7478,0,0,1,0.691,0,
37,7397.47,unemployed,mortgage,1.05,8.02,suburban,1,debt_consolidation,4566.92,0,0.95,1,2,0,0.7262,0,
18,40397.41,public_sector,mortgage,8.92,4.93,metro,1,debt_consolidation,16566.75,1,0.6937,4,1,0,0.4746,1,0.0
48,67232.78,public_sector,rent,8.06,2.25,suburban,1,debt_consolidation,34525.7,0,0.803,3,0,0,0.5883,0,
36,29793.03,private,mortgage,6.39,11.21,metro,1,debt_consolidation,18335.82,0,0.8155,2,0,0,0.5786,0,
40,25297.64,retired,mortgage,4.66,15.67,metro,1,other,7588.78,0,0.623,4,1,1,0.555,0,
69,17873.51,retired,rent,7.17,3.33,rural,1,home_improvement,25228.09,0,0.95,2,0,0,0.7072,1,0.978041712546917
57,29522.36,private,rent,5.43,10.15,rural,1,car,21087.9,0,0.9474,1,2,0,0.5149,0,
38,123741.09,private,mortgage,7.75,10.51,metro,1,home_improvement,55888.19,1,0.7237,2,0,0,0.7218,0,
58,72243.52,private,family,7.59,12.3,metro,1,home_improvement,10121.63,0,0.4955,2,0,0,0.4042,0,
46,28552.54,retired,rent,5.14,11.27,suburban,1,debt_consolidation,11950.34,0,0.877,4,2,2,0.5473,0,
18,29615.2,public_sector,own,7.91,22.29,metro,1,debt_consolidation,14361.67,0,0.7467,0,0,0,0.5885,0,
41,24115.79,private,mortgage,4.13,7.62,metro,1,car,2647.87,0,0.5042,3,0,0,0.3906,0,
39,172339.39,private,own,8.71,8.6,metro,1,debt_consolidation,20853.98,1,0.4013,0,0,0,0.4643,0,
33,18222.07,retired,mortgage,2.39,3.03,rural,1,car,6234.29,0,0.7166,1,1,0,0.8178,0,
40,89141.44,private,rent,5.82,5.03,suburban,1,car,19624.95,1,0.5872,2,0,0,0.6242,0,
30,6953.24,student,rent,0.56,3.62,rural,0,debt_consolidation,8287.19,0,0.95,4,3,0,0.6935,1,1.0
70,28729.53,self_employed,mortgage,0.49,5.84,suburban,1,car,7990.37,1,0.7122,0,1,0,0.5494,0,
44,32258.05,private,rent,4.86,5.33,rural,1,other,7676.31,1,0.775,2,2,0,0.6755,1,0.3246583097162643
43,28695.54,private,mortgage,8.38,2.71,suburban,1,debt_consolidation,5124.94,0,0.5902,2,3,0,0.7314,0,
39,164977.57,self_employed,rent,4.73,1.93,metro,1,small_business,36055.5,1,0.6884,4,1,0,0.5899,0,
54,26726.51,private,mortgage,7.17,10.38,metro,0,small_business,32661.56,0,0.95,1,0,0,0.6365,0,
39,49880.93,private,mortgage,5.0,2.53,suburban,1,other,6224.24,1,0.4979,4,0,0,0.5688,0,
35,42870.05,retired,own,1.88,6.74,metro,1,debt_consolidation,11799.43,1,0.5808,2,3,0,0.2841,1,0.0
37,39854.53,private,rent,4.87,6.43,metro,1,car,9869.05,1,0.5791,3,0,0,0.6021,0,
18,23323.54,student,mortgage,0.6,9.37,metro,1,home_improvement,5920.67,1,0.556,3,1,0,0.5563,0,
34,27655.04,private,rent,5.63,16.45,metro,1,debt_consolidation,11466.66,0,0.6794,4,0,0,0.8235,0,
57,42225.73,retired,mortgage,1.56,2.77,suburban,1,home_improvement,15302.67,0,0.7426,2,1,0,,0,
53,56362.3,private,own,3.6,3.37,rural,1,education,12627.21,0,0.6208,2,0,0,0.5519,0,
64,100153.36,private,rent,8.0,7.09,suburban,1,debt_consolidation,25250.78,0,0.6066,4,0,0,0.6208,0,
34,62857.92,private,rent,4.36,1.66,rural,1,debt_consolidation,34951.68,0,0.893,2,1,1,0.6666,1,0.9924515074020811
60,104330.14,retired,rent,6.1,1.74,metro,1,debt_consolidation,21138.55,0,0.4558,6,0,0,0.2885,0,
49,51905.53,self_employed,rent,0.21,1.87,metro,1,small_business,12633.4,0,0.6688,2,1,1,0.6451,0,
36,8167.3,student,mortgage,8.39,6.5,suburban,1,home_improvement,6893.11,0,0.95,2,1,0,0.4896,0,
38,67174.07,private,family,5.55,2.36,rural,1,debt_consolidation,19089.66,0,0.6618,6,1,0,0.6709,0,
62,51287.11,private,own,7.98,5.4,metro,1,car,15465.54,1,0.5843,1,0,0,0.5796,0,
38,35131.54,private,rent,11.21,2.82,metro,0,debt_consolidation,26642.26,0,0.9165,3,2,0,,0,
40,15407.13,student,mortgage,7.55,5.16,suburban,1,small_business,11532.0,0,0.9308,2,1,0,,0,
54,34036.12,unemployed,rent,3.34,6.59,suburban,1,debt_consolidation,12837.43,1,0.8103,4,1,0,0.6236,0,
48,24081.72,private,mortgage,5.27,2.03,suburban,1,debt_consolidation,7756.97,0,0.7645,1,3,0,0.5683,0,
53,47772.81,student,rent,1.36,1.19,suburban,1,debt_consolidation,21493.4,0,0.8438,2,0,0,0.8282,0,
18,62625.34,private,mortgage,4.59,1.77,metro,1,home_improvement,12320.46,0,0.5141,1,0,0,,0,
58,32159.96,retired,mortgage,2.08,1.65,suburban,1,education,7279.23,0,0.5975,2,0,0,0.5483,1,1.0
30,55906.49,private,rent,3.23,0.42,suburban,1,debt_consolidation,4155.86,0,0.4629,3,1,0,0.5521,0,
34,42643.57,self_employed,own,1.97,9.2,rural,1,debt_consolidation,5595.77,1,0.5579,1,0,0,0.5143,0,
25,34655.02,private,mortgage,3.09,1.67,suburban,1,debt_consolidation,16825.5,0,0.7821,1,1,0,0.4767,0,
29,97489.06,private,mortgage,4.36,10.72,suburban,1,education,14781.94,0,0.5225,2,0,0,0.5691,0,
31,77552.82,public_sector,mortgage,10.91,7.48,metro,1,home_improvement,25142.39,1,0.6377,1,0,0,0.6066,0,
26,46153.55,public_sector,mortgage,7.06,5.07,suburban,1,debt_consolidation,28255.77,0,0.8733,3,1,0,0.7821,0,
61,23593.55,retired,own,0.8,5.17,metro,1,debt_consolidation,17242.88,0,0.95,4,3,1,0.7403,0,
64,20143.94,private,family,8.77,1.85,metro,1,other,11461.85,0,0.7906,0,0,1,0.5752,1,1.0
62,87445.81,private,mortgage,4.07,5.6,suburban,1,car,37823.69,0,0.8696,3,1,0,0.4884,1,0.7733757653242811
42,56749.55,self_employed,mortgage,0.21,10.01,suburban,1,debt_consolidation,13421.85,0,0.6961,2,3,1,0.5445,0,
26,56639.91,private,rent,4.97,1.2,rural,1,debt_consolidation,12886.96,0,0.4911,2,0,0,0.5258,0,
38,24872.04,student,rent,5.29,5.28,rural,1,debt_consolidation,5484.2,0,0.6066,2,2,0,0.5509,0,
60,37326.32,retired,mortgage,4.6,5.7,metro,1,other,9801.19,0,0.6625,1,2,0,0.6571,0,
36,28758.16,unemployed,mortgage,3.8,4.11,metro,1,debt_consolidation,29839.01,0,0.95,3,1,0,0.7502,0,
52,61968.56,private,rent,5.01,6.15,rural,1,debt_consolidation,20634.59,0,0.7033,1,0,1,0.8982,0,
51,54270.56,private,own,3.65,6.74,metro,1,debt_consolidation,9189.21,0,0.5626,1,0,0,,0,
29,14062.94,unemployed,own,1.87,7.06,suburban,1,home_improvement,14888.32,0,0.95,7,1,0,0.7706,1,0.9939512304245642
52,66794.19,private,rent,11.85,5.23,rural,1,home_improvement,18885.07,0,0.6512,2,1,0,0.5526,0,
31,47192.14,public_sector,mortgage,9.31,5.43,metro,1,debt_consolidation,22677.91,0,0.6901,0,1,0,0.5099,0,
48,37679.79,private,own,9.41,5.75,metro,1,debt_consolidation,18374.35,1,0.8073,1,0,0,0.5253,0,
43,30372.39,retired,own,1.44,15.82,metro,1,debt_consolidation,10247.25,0,0.6487,2,0,0,0.5021,0,
46,33803.05,private,own,9.06,3.87,suburban,1,car,36361.19,1,0.95,2,0,1,0.8075,1,0.9977895526437005
59,36812.86,private,rent,5.14,3.27,metro,1,debt_consolidation,7568.35,0,0.5647,0,1,0,,0,
53,54201.87,unemployed,rent,1.86,9.25,suburban,1,small_business,8419.86,0,0.6029,3,0,0,,0,
51,34007.54,self_employed,own,1.89,4.69,suburban,1,car,17640.91,0,0.8053,0,0,0,0.4607,0,
46,24190.37,student,mortgage,5.46,6.62,rural,1,education,6817.27,0,0.6347,2,2,0,0.4931,1,1.0
49,23306.22,retired,own,0.84,12.72,suburban,1,small_business,18328.2,0,0.95,2,2,0,0.4774,0,
30,34955.15,public_sector,rent,9.98,2.94,rural,1,debt_consolidation,32353.61,0,0.95,0,0,0,,0,
25,24823.09,private,own,18.41,15.32,rural,0,debt_consolidation,22281.26,0,0.8912,0,2,0,0.5913,0,
42,51932.65,private,rent,5.72,3.03,metro,1,debt_consolidation,18085.91,0,0.8203,1,0,0,0.7791,0,
59,65706.33,private,rent,12.42,12.93,rural,1,other,21634.68,0,0.6476,1,4,0,0.7142,0,
34,33454.57,retired,own,2.69,12.61,metro,1,debt_consolidation,6045.8,0,0.469,3,0,0,0.6251,0,
44,31248.98,private,mortgage,7.82,5.22,metro,1,other,26889.25,1,0.9158,2,2,1,0.6196,1,0.9907343583799862
26,46473.89,public_sector,mortgage,6.64,8.49,suburban,1,small_business,2725.44,0,0.3502,0,0,0,0.3498,0,
26,27706.94,student,rent,3.57,2.04,suburban,0,debt_consolidation,5990.07,0,0.5393,4,0,0,0.4625,1,0.2856136404105612
44,40480.64,public_sector,mortgage,8.84,4.85,suburban,1,debt_consolidation,11971.12,0,0.6729,0,2,1,0.3674,0,
18,28967.73,private,mortgage,5.09,4.94,metro,1,education,13594.26,0,0.8775,1,2,0,0.526,0,
18,23858.27,private,mortgage,7.35,9.03,rural,1,debt_consolidation,8641.98,1,0.6596,5,0,0,0.7463,0,
29,41274.54,private,own,7.25,5.31,rural,1,car,8851.04,1,0.562,0,2,0,0.6058,0,
60,60120.33,private,rent,6.31,3.67,suburban,1,car,65745.82,1,0.95,2,4,1,0.9029,1,0.9743761157602754
33,36192.91,self_employed,mortgage,3.61,7.83,rural,1,other,13836.95,0,0.7642,0,0,1,0.4576,0,
32,27527.03,private,rent,6.02,5.59,metro,1,debt_consolidation,4466.58,0,0.5989,4,0,0,0.5635,0,
27,53547.46,private,own,8.89,5.09,metro,1,debt_consolidation,25463.97,1,0.6746,3,1,0,0.6924,1,0.355057418128297
25,48064.72,self_employed,mortgage,5.52,3.72,metro,1,debt_consolidation,9727.01,0,0.5788,1,0,0,0.5452,0,
46,82107.58,public_sector,rent,9.95,3.84,rural,1,debt_consolidation,5253.05,0,0.3787,2,0,0,0.37,0,
68,19461.56,self_employed,rent,5.48,1.08,metro,1,car,4033.83,1,0.6816,0,3,0,0.4789,1,0.0
50,36794.15,public_sector,rent,8.77,7.54,suburban,1,debt_consolidation,10514.79,0,0.7273,2,1,0,0.5693,0,
49,94994.59,self_employed,rent,1.61,1.69,metro,1,other,21659.93,0,0.6706,1,0,0,0.757,0,
45,40934.46,public_sector,rent,8.99,10.48,metro,1,home_improvement,9977.5,0,0.6001,1,1,0,0.6209,0,
57,52519.49,private,rent,5.94,6.51,metro,1,debt_consolidation,15315.63,0,0.6419,2,0,1,0.6046,0,
46,40064.15,public_sector,own,6.2,6.49,metro,1,debt_consolidation,5838.86,0,0.5147,1,0,0,0.7332,0,
39,29225.28,public_sector,rent,13.5,4.94,suburban,1,debt_consolidation,4929.49,0,0.5739,3,0,0,0.3829,0,
41,40453.78,student,rent,3.87,3.79,metro,1,other,8256.85,0,0.5788,3,1,0,0.4804,0,
52,20877.04,private,rent,6.33,1.77,metro,1,education,7017.84,0,0.6229,2,0,0,0.6164,0,
40,19278.47,unemployed,rent,4.45,4.42,metro,1,debt_consolidation,8308.69,0,0.8585,4,1,0,0.699,0,
22,60865.35,self_employed,mortgage,0.0,3.21,metro,1,home_improvement,15968.67,0,0.5939,1,2,0,0.4176,1,0.3339788507210106
78,9248.93,private,rent,4.98,8.47,rural,1,car,2055.87,0,0.5423,2,0,1,0.6537,1,0.41818374953299414
46,43182.02,public_sector,rent,9.48,7.52,suburban,1,home_improvement,11461.32,1,0.5187,3,0,0,0.4955,0,
64,42764.12,private,mortgage,7.66,16.68,suburban,1,education,40676.64,0,0.95,1,2,1,0.6272,0,
42,30623.41,public_sector,rent,9.57,12.8,rural,1,debt_consolidation,9336.77,0,0.6777,3,2,0,0.5095,0,
50,25158.21,retired,rent,0.92,4.9,rural,1,small_business,6073.95,0,0.6575,3,1,0,0.6509,0,
49,64716.05,private,mortgage,11.74,8.43,suburban,1,debt_consolidation,16644.97,0,0.6287,3,0,0,0.5725,0,
63,40749.05,private,rent,5.33,6.92,metro,1,home_improvement,25072.89,0,0.8939,6,2,1,0.7526,1,1.0
55,65172.09,retired,rent,4.41,9.86,suburban,1,debt_consolidation,22487.34,0,0.7704,2,0,1,0.4419,0,
18,24632.38,retired,rent,5.38,6.77,rural,0,debt_consolidation,10703.0,0,0.7653,1,1,0,,0,
44,46051.08,public_sector,mortgage,10.4,3.56,metro,1,debt_consolidation,19094.91,0,0.7382,1,0,1,0.7151,0,
43,13399.57,private,mortgage,3.76,4.77,metro,1,debt_consolidation,6741.97,0,0.7918,2,1,0,0.4543,0,
28,20268.29,public_sector,mortgage,7.93,4.52,suburban,1,home_improvement,15771.68,0,0.95,0,1,0,0.5632,0,
56,16003.63,private,own,9.63,6.77,metro,1,small_business,14454.67,0,0.95,2,1,0,0.686,1,0.8645534204057564
62,26811.55,public_sector,rent,12.67,8.73,metro,1,car,14458.0,0,0.8064,5,1,0,0.6285,0,
33,41779.1,private,rent,5.03,6.37,metro,1,debt_consolidation,13632.07,0,0.7093,0,2,1,0.5771,0,
49,84995.34,public_sector,own,11.1,11.78,suburban,1,debt_consolidation,33359.41,0,0.7729,4,1,0,0.7185,0,
24,77324.3,public_sector,mortgage,13.38,24.44,metro,1,debt_consolidation,15395.68,0,0.4389,1,0,0,0.5469,0,
49,60710.16,private,rent,9.97,9.6,suburban,1,education,9717.02,0,0.6021,1,1,0,0.5449,0,
54,35164.52,private,own,3.64,4.33,metro,0,debt_consolidation,9739.2,0,0.6268,3,2,0,,0,
18,32854.39,private,mortgage,3.64,3.02,suburban,1,debt_consolidation,21627.65,0,0.9226,0,2,1,0.5612,0,
45,71777.3,private,rent,7.38,4.84,metro,1,debt_consolidation,14765.43,0,0.6213,3,1,0,0.5914,0,
29,14099.26,private,rent,7.5,2.58,suburban,1,debt_consolidation,10965.31,0,0.95,5,2,0,0.6135,1,0.9804144440640225
41,65585.71,private,rent,7.6,1.15,rural,1,home_improvement,37768.67,0,0.8733,2,0,0,0.6575,0,
47,43325.55,self_employed,rent,2.36,1.07,suburban,1,debt_consolidation,10461.65,0,0.6293,2,0,0,0.5338,0,
52,57755.47,private,mortgage,11.32,10.34,suburban,1,debt_consolidation,21659.52,0,0.7249,0,0,2,0.6076,1,1.0
56,24944.74,student,mortgage,6.18,6.35,metro,1,debt_consolidation,15052.19,0,0.8429,1,1,0,0.5685,1,0.9937750231048187
49,31619.36,private,rent,3.84,10.47,suburban,1,debt_consolidation,15263.45,0,0.8067,3,1,0,0.5902,1,1.0
20,66014.06,public_sector,mortgage,10.0,6.88,metro,0,car,18640.75,0,0.682,1,0,0,0.4269,0,
28,50555.58,private,family,4.9,1.63,metro,1,other,13927.65,0,0.628,4,0,0,,0,
56,17834.42,public_sector,rent,7.6,10.04,suburban,1,debt_consolidation,6781.32,0,0.7331,0,2,0,0.8094,0,
42,36383.93,private,rent,7.79,3.12,suburban,1,car,8433.52,0,0.6881,4,1,0,0.4067,1,0.2915914395334261
36,46809.25,private,rent,13.42,16.99,metro,1,debt_consolidation,32338.55,0,0.8982,1,0,0,0.6991,0,
31,24990.83,private,rent,7.91,3.8,rural,1,education,4876.47,0,0.5881,2,1,0,0.6788,1,1.0
35,61664.44,public_sector,rent,7.67,2.62,metro,1,debt_consolidation,45483.55,0,0.95,0,1,0,0.7976,0,
54,32404.08,private,rent,6.84,2.76,rural,1,education,15867.98,0,0.7496,0,2,0,0.6074,0,
42,83900.63,private,family,3.95,8.12,metro,1,debt_consolidation,47182.99,0,0.9032,2,0,0,0.6386,0,
47,77801.38,public_sector,rent,8.34,4.47,metro,1,education,13543.96,0,0.5557,10,2,0,0.4807,0,
22,29955.29,private,mortgage,8.27,9.88,suburban,1,other,8163.27,0,0.6509,0,4,0,0.5574,0,
18,19568.87,private,mortgage,14.12,4.4,rural,1,debt_consolidation,5623.45,0,0.5441,2,0,0,0.5948,0,
21,26614.05,public_sector,rent,14.16,3.87,metro,1,other,28653.62,1,0.95,1,0,1,0.6526,1,0.9995605501311866
70,37000.77,private,rent,4.26,1.34,metro,1,debt_consolidation,5830.86,0,0.5842,2,0,0,0.3707,0,
36,27243.62,private,mortgage,3.35,6.43,suburban,1,debt_consolidation,5648.17,0,0.4432,1,0,0,0.5422,0,
23,52960.69,private,own,4.74,6.45,suburban,0,home_improvement,22307.08,0,0.83,1,0,0,0.7225,0,
43,25452.46,private,mortgage,7.15,4.39,metro,1,other,17809.74,0,0.9139,2,1,0,0.4755,0,
41,29123.85,private,mortgage,6.12,10.84,metro,1,debt_consolidation,5316.05,0,0.4582,2,1,0,0.4067,0,
18,63788.92,private,mortgage,11.19,12.31,metro,1,other,29172.34,0,0.7375,0,1,0,0.6308,0,
48,23401.79,retired,mortgage,1.62,6.06,metro,1,debt_consolidation,21615.53,1,0.95,0,1,1,0.6272,0,
52,56773.2,private,mortgage,10.32,3.73,rural,1,debt_consolidation,11718.28,0,0.5165,0,0,0,0.6792,0,
42,38579.04,private,mortgage,10.99,2.84,suburban,1,debt_consolidation,2790.56,0,0.3335,1,1,1,0.3776,0,
45,33064.2,student,rent,5.18,4.28,metro,1,home_improvement,13822.25,1,0.8646,5,0,0,0.574,0,
48,65438.21,private,rent,8.12,1.73,metro,1,home_improvement,10197.49,1,0.5349,3,0,0,0.5041,0,
54,22458.77,retired,rent,4.22,5.65,metro,1,education,5532.3,0,0.5947,1,0,0,0.4507,0,
50,40331.05,public_sector,own,7.09,8.07,metro,1,car,32791.49,0,0.95,3,1,0,0.5366,0,
45,24273.9,private,rent,3.26,1.74,suburban,1,debt_consolidation,18059.85,0,0.95,0,1,0,0.5658,0,
49,15113.35,private,rent,3.73,14.37,suburban,1,debt_consolidation,6967.18,0,0.7243,2,0,0,0.5463,0,
45,40275.98,private,rent,11.12,5.01,metro,1,home_improvement,26930.58,0,0.95,2,2,0,0.7154,0,
37,31138.57,retired,mortgage,4.76,2.14,suburban,1,car,6076.4,0,0.5383,2,0,0,0.6418,0,
55,26179.4,public_sector,family,9.02,4.75,metro,1,debt_consolidation,8689.65,0,0.6738,0,0,0,0.5909,0,
34,36535.48,public_sector,rent,7.23,4.38,metro,1,small_business,7777.83,0,0.59,0,1,0,0.611,0,
78,30016.79,retired,rent,3.26,6.2,suburban,1,debt_consolidation,13427.54,0,0.6974,5,0,0,0.5863,1,0.5835823197949923
54,42265.91,private,rent,5.02,4.9,suburban,1,debt_consolidation,32345.41,0,0.9435,2,0,1,0.7497,0,
38,45034.82,private,mortgage,8.95,4.29,suburban,1,home_improvement,11330.76,0,0.6928,1,3,0,0.5273,0,
50,45247.68,private,rent,5.09,1.82,metro,1,debt_consolidation,19476.51,0,0.8929,2,1,0,0.773,0,
28,52548.72,student,mortgage,5.75,3.96,metro,1,other,31138.55,1,0.8992,1,1,0,0.6808,1,1.0
44,77812.49,self_employed,rent,0.0,9.78,suburban,1,car,18628.81,0,0.7034,1,1,0,0.6828,0,
59,21638.71,unemployed,own,6.99,9.74,metro,1,debt_consolidation,3541.03,0,0.6035,1,1,0,0.5813,0,
56,44906.05,private,rent,4.34,4.97,suburban,1,debt_consolidation,18577.71,1,0.7556,3,3,1,0.5347,0,
57,24466.93,private,rent,3.33,3.14,suburban,1,education,23879.75,0,0.95,1,1,1,0.4722,1,0.9952921149076919
33,29140.25,retired,rent,0.96,2.25,suburban,1,debt_consolidation,6266.97,0,0.6901,3,2,0,0.7686,0,
61,39513.02,public_sector,rent,7.38,7.12,metro,1,other,10656.49,0,0.6426,1,1,0,,0,
43,14776.62,unemployed,own,3.95,6.72,metro,1,car,3586.73,0,0.6054,1,1,0,0.5471,0,
53,81309.85,self_employed,rent,0.06,9.13,metro,1,home_improvement,70036.1,1,0.95,2,1,1,0.6057,1,0.0
55,13277.45,public_sector,own,9.46,5.75,suburban,1,education,5111.9,0,0.6973,4,2,0,0.4445,0,
44,48971.21,private,own,5.85,11.82,metro,1,home_improvement,16955.82,0,0.6689,0,1,0,,0,
39,53993.22,private,rent,5.6,3.67,metro,1,small_business,16859.93,0,0.6767,5,1,0,0.7435,0,
41,56845.63,private,own,3.21,5.2,metro,1,car,7521.98,1,0.476,3,0,0,0.4447,0,
56,53883.99,public_sector,own,7.52,6.06,rural,1,small_business,24718.27,0,0.7373,2,0,0,0.5677,0,
29,13918.0,student,rent,2.5,7.4,metro,1,debt_consolidation,6188.74,0,0.7769,2,1,0,0.6191,0,
66,27592.61,private,own,7.75,3.22,rural,1,debt_consolidation,47672.55,0,0.95,3,0,1,0.6399,1,1.0
24,20789.2,unemployed,family,6.05,6.86,metro,0,debt_consolidation,9080.21,0,0.8446,2,3,0,,1,1.0
19,18735.85,retired,mortgage,5.52,4.95,rural,1,debt_consolidation,8080.99,0,0.7439,1,1,0,0.7136,0,
62,21462.81,retired,rent,2.12,5.98,rural,1,car,5941.34,1,0.6354,3,0,0,0.6172,0,
53,67196.79,private,rent,4.2,2.96,suburban,1,car,10734.57,0,0.6188,1,0,0,0.5643,0,
64,36206.69,private,own,3.04,12.83,metro,1,debt_consolidation,8187.41,1,0.6066,2,1,0,0.4734,0,
30,32617.38,private,mortgage,5.5,12.24,rural,1,debt_consolidation,9448.12,0,0.6969,1,1,0,0.5555,0,
63,28988.69,private,mortgage,6.46,13.8,rural,1,debt_consolidation,10394.6,0,0.6705,0,2,0,0.4103,0,
59,93255.0,public_sector,mortgage,9.24,6.46,suburban,1,other,13669.27,0,0.5402,2,0,0,0.4906,0,
31,26950.1,private,rent,3.79,5.21,rural,1,small_business,18037.94,0,0.949,2,3,0,0.5859,0,
31,38654.26,self_employed,own,3.96,6.27,rural,1,debt_consolidation,4327.73,0,0.4861,3,0,0,0.5655,0,
47,73599.42,retired,rent,3.48,10.63,metro,1,debt_consolidation,20910.91,0,0.6275,4,2,0,0.7087,1,0.3218651377330484
67,49641.77,private,rent,5.5,4.44,suburban,1,debt_consolidation,11224.31,0,0.5921,0,1,0,0.7247,0,
31,80721.33,public_sector,rent,9.5,8.37,metro,1,small_business,17775.1,1,0.6389,1,0,0,0.6339,0,
46,17363.76,student,rent,6.4,1.53,metro,1,debt_consolidation,6555.17,0,0.7683,3,0,0,0.5841,1,0.0
44,48775.81,private,rent,4.42,2.58,metro,1,car,3907.9,1,0.4849,4,0,0,0.538,0,
55,32819.16,private,rent,5.76,4.93,rural,1,debt_consolidation,9132.08,0,0.6483,1,2,1,0.6405,0,
32,21159.66,self_employed,mortgage,0.0,10.44,metro,1,other,20255.31,0,0.95,0,1,0,0.8207,0,
33,12594.14,self_employed,rent,0.99,6.41,suburban,1,home_improvement,6104.14,1,0.8289,5,2,1,0.7666,0,
54,57837.04,self_employed,rent,1.54,4.06,metro,1,debt_consolidation,15736.99,1,0.6064,3,0,0,0.411,0,
33,18885.22,private,mortgage,7.64,10.36,suburban,1,home_improvement,8898.7,0,0.8011,2,1,0,0.5679,0,
33,20639.71,private,mortgage,4.05,3.28,metro,1,debt_consolidation,33236.47,0,0.95,1,3,0,0.5652,1,1.0
43,27517.09,unemployed,own,8.0,19.09,suburban,1,debt_consolidation,14845.9,0,0.8118,3,0,0,0.7448,0,
37,45797.29,public_sector,rent,10.26,9.02,suburban,1,other,4804.24,0,0.4534,3,0,1,0.4045,0,
49,18421.46,retired,rent,1.54,5.12,rural,1,debt_consolidation,11285.97,0,0.936,3,0,0,,0,
33,27860.75,self_employed,rent,3.52,8.14,suburban,1,home_improvement,22691.76,0,0.95,0,2,1,0.7227,0,
35,36741.0,retired,rent,3.25,5.79,suburban,1,education,19224.11,0,0.8718,3,0,0,0.5285,0,
18,14395.07,student,rent,6.17,16.65,metro,1,debt_consolidation,6719.23,0,0.7146,4,0,0,0.7733,1,0.9403576262001684
41,64906.41,private,own,7.4,7.34,metro,1,debt_consolidation,15420.9,1,0.6078,0,2,0,0.4485,0,
51,32060.87,private,rent,8.18,5.66,rural,1,car,4884.04,0,0.5003,1,0,0,,0,
32,49600.0,private,mortgage,3.81,4.16,metro,1,home_improvement,20644.28,0,0.696,1,1,0,,0,
29,57825.47,private,mortgage,6.37,10.68,metro,1,debt_consolidation,5411.59,1,0.403,3,0,0,0.4394,0,
60,11151.63,unemployed,mortgage,4.19,7.25,suburban,1,debt_consolidation,3397.85,0,0.6217,0,2,0,0.4362,0,
43,87168.2,private,mortgage,4.34,6.56,suburban,1,debt_consolidation,53347.89,0,0.95,1,2,0,0.5804,0,
46,42648.34,private,rent,8.59,3.71,suburban,1,debt_consolidation,11376.75,0,0.6961,2,2,0,,1,1.0
68,18148.04,student,own,0.75,10.56,metro,1,car,9048.62,0,0.7377,2,2,0,0.738,1,1.0
21,23285.87,private,mortgage,3.56,4.47,suburban,0,debt_consolidation,14727.94,0,0.8451,1,0,0,0.5016,0,
31,25693.84,private,mortgage,5.96,1.76,metro,1,other,19635.96,0,0.95,5,2,0,0.5783,0,
48,39223.5,private,rent,11.72,0.97,metro,1,car,21558.02,0,0.8797,3,3,0,0.3946,0,
47,28485.71,private,mortgage,5.27,4.98,metro,1,other,23026.47,0,0.9401,3,1,0,0.8476,0,
45,60023.93,self_employed,mortgage,1.24,3.52,metro,1,car,35649.72,0,0.8058,1,2,0,0.4727,0,
62,25968.91,student,rent,2.71,3.09,metro,1,debt_consolidation,7609.68,0,0.6175,1,1,0,0.6187,0,
39,36397.89,private,rent,4.86,3.78,metro,1,debt_consolidation,5852.34,0,0.5315,1,0,0,0.5582,0,
58,40895.93,self_employed,rent,6.23,1.68,suburban,1,car,19009.12,1,0.8545,2,1,1,0.6009,0,
39,80089.84,self_employed,own,2.31,5.64,suburban,1,small_business,40024.89,0,0.8133,2,2,0,0.5214,0,
40,38325.9,private,own,11.47,11.35,metro,1,debt_consolidation,31031.84,0,0.95,1,2,0,0.4663,0,
36,35954.58,student,rent,2.22,13.37,metro,0,debt_consolidation,10649.84,0,0.5808,1,0,0,0.6417,0,
